0	1	0	-1	-0	
0.0001	1	0.0002	-1	-0.0002	
0.0002	1	0.0004	-1	-0.0004	
0.0003	1	0.0006	-1	-0.0006	
0.0004	1	0.0008	-1	-0.0008	
0.0005	1	0.001	-1	-0.001	
0.0006	0.999999	0.0012	-0.999999	-0.0012	
0.0007	0.999999	0.0014	-0.999999	-0.0014	
0.0008	0.999999	0.0016	-0.999999	-0.0016	
0.0009	0.999998	0.0018	-0.999998	-0.0018	
0.001	0.999998	0.002	-0.999998	-0.002	
0.0011	0.999998	0.0022	-0.999998	-0.0022	
0.0012	0.999997	0.0024	-0.999997	-0.0024	
0.0013	0.999997	0.0026	-0.999997	-0.0026	
0.0014	0.999996	0.0028	-0.999996	-0.0028	
0.0015	0.999996	0.003	-0.999996	-0.003	
0.0016	0.999995	0.00319999	-0.999995	-0.00319999	
0.0017	0.999994	0.00339999	-0.999994	-0.00339999	
0.0018	0.999994	0.00359999	-0.999994	-0.00359999	
0.0019	0.999993	0.00379999	-0.999993	-0.00379999	
0.002	0.999992	0.00399999	-0.999992	-0.00399999	
0.0021	0.999991	0.00419999	-0.999991	-0.00419999	
0.0022	0.99999	0.00439999	-0.99999	-0.00439999	
0.0023	0.999989	0.00459998	-0.999989	-0.00459998	
0.0024	0.999988	0.00479998	-0.999988	-0.00479998	
0.0025	0.999988	0.00499998	-0.999988	-0.00499998	
0.0026	0.999986	0.00519998	-0.999986	-0.00519998	
0.0027	0.999985	0.00539997	-0.999985	-0.00539997	
0.0028	0.999984	0.00559997	-0.999984	-0.00559997	
0.0029	0.999983	0.00579997	-0.999983	-0.00579997	
0.003	0.999982	0.00599996	-0.999982	-0.00599996	
0.0031	0.999981	0.00619996	-0.999981	-0.00619996	
0.0032	0.99998	0.00639996	-0.99998	-0.00639996	
0.0033	0.999978	0.00659995	-0.999978	-0.00659995	
0.0034	0.999977	0.00679995	-0.999977	-0.00679995	
0.0035	0.999976	0.00699994	-0.999976	-0.00699994	
0.0036	0.999974	0.00719994	-0.999974	-0.00719994	
0.0037	0.999973	0.00739993	-0.999973	-0.00739993	
0.0038	0.999971	0.00759993	-0.999971	-0.00759993	
0.0039	0.99997	0.00779992	-0.99997	-0.00779992	
0.004	0.999968	0.00799991	-0.999968	-0.00799991	
0.0041	0.999966	0.00819991	-0.999966	-0.00819991	
0.0042	0.999965	0.0083999	-0.999965	-0.0083999	
0.0043	0.999963	0.00859989	-0.999963	-0.00859989	
0.0044	0.999961	0.00879989	-0.999961	-0.00879989	
0.0045	0.99996	0.00899988	-0.99996	-0.00899988	
0.0046	0.999958	0.00919987	-0.999958	-0.00919987	
0.0047	0.999956	0.00939986	-0.999956	-0.00939986	
0.0048	0.999954	0.00959985	-0.999954	-0.00959985	
0.0049	0.999952	0.00979984	-0.999952	-0.00979984	
0.005	0.99995	0.00999983	-0.99995	-0.00999983	
0.0051	0.999948	0.0101998	-0.999948	-0.0101998	
0.0052	0.999946	0.0103998	-0.999946	-0.0103998	
0.0053	0.999944	0.0105998	-0.999944	-0.0105998	
0.0054	0.999942	0.0107998	-0.999942	-0.0107998	
0.0055	0.99994	0.0109998	-0.99994	-0.0109998	
0.0056	0.999937	0.0111998	-0.999937	-0.0111998	
0.0057	0.999935	0.0113998	-0.999935	-0.0113998	
0.0058	0.999933	0.0115997	-0.999933	-0.0115997	
0.0059	0.99993	0.0117997	-0.99993	-0.0117997	
0.006	0.999928	0.0119997	-0.999928	-0.0119997	
0.0061	0.999926	0.0121997	-0.999926	-0.0121997	
0.0062	0.999923	0.0123997	-0.999923	-0.0123997	
0.0063	0.999921	0.0125997	-0.999921	-0.0125997	
0.0064	0.999918	0.0127997	-0.999918	-0.0127997	
0.0065	0.999916	0.0129996	-0.999916	-0.0129996	
0.0066	0.999913	0.0131996	-0.999913	-0.0131996	
0.0067	0.99991	0.0133996	-0.99991	-0.0133996	
0.0068	0.999908	0.0135996	-0.999908	-0.0135996	
0.0069	0.999905	0.0137996	-0.999905	-0.0137996	
0.007	0.999902	0.0139995	-0.999902	-0.0139995	
0.0071	0.999899	0.0141995	-0.999899	-0.0141995	
0.0072	0.999896	0.0143995	-0.999896	-0.0143995	
