8.2056	0.121699
8.2354	0.113944
8.2652	0.106116
8.295	0.0982216
8.3248	0.0902682
8.3546	0.0822631
8.3844	0.0742133
8.4142	0.066126
8.444	0.0580084
8.4738	0.0498678
8.5036	0.0417112
8.5334	0.0335459
8.5632	0.025379
8.593	0.0172177
8.6228	0.00906906
8.6526	0.000940176
8.6824	-0.00716192
8.7122	-0.0152302
8.742	-0.0232578
8.7718	-0.0312379
8.8016	-0.0391635
8.8314	-0.047028
8.8612	-0.0548246
8.891	-0.0625469
8.9208	-0.0701882
8.9506	-0.0777422
8.9804	-0.0852026
9.0102	-0.0925631
9.04	-0.0998177
9.0698	-0.10696
9.0996	-0.113985
9.1294	-0.120886
9.1592	-0.127658
9.189	-0.134295
9.2188	-0.140792
9.2486	-0.147143
9.2784	-0.153344
9.3082	-0.15939
9.338	-0.165276
9.3678	-0.170996
9.3976	-0.176547
9.4274	-0.181925
9.4572	-0.187124
9.487	-0.192142
9.5168	-0.196974
9.5466	-0.201617
9.5764	-0.206067
9.6062	-0.21032
9.636	-0.214375
9.6658	-0.218227
9.6956	-0.221874
9.7254	-0.225314
9.7552	-0.228544
9.785	-0.231562
9.8148	-0.234365
9.8446	-0.236953
9.8744	-0.239323
9.9042	-0.241474
9.934	-0.243405
9.9638	-0.245114
9.9936	-0.246602
10.0234	-0.247867
10.0532	-0.248908
10.083	-0.249726
10.1128	-0.25032
10.1426	-0.250691
10.1724	-0.250839
10.2022	-0.250764
10.232	-0.250468
10.2618	-0.24995
10.2916	-0.249212
10.3214	-0.248256
10.3512	-0.247083
10.381	-0.245694
10.4108	-0.244091
10.4406	-0.242277
10.4704	-0.240253
10.5002	-0.238022
10.53	-0.235587
10.5598	-0.232949
10.5896	-0.230113
10.6194	-0.22708
10.6492	-0.223855
10.679	-0.220441
10.7088	-0.21684
10.7386	-0.213057
10.7684	-0.209096
10.7982	-0.204961
10.828	-0.200655
10.8578	-0.196183
10.8876	-0.191549
10.9174	-0.186758
10.9472	-0.181814
10.977	-0.176723
11.0068	-0.171489
11.0366	-0.166116
11.0664	-0.160611
11.0962	-0.154978
11.126	-0.149223
11.1558	-0.14335
11.1856	-0.137366
11.2154	-0.131276
11.2452	-0.125085
11.275	-0.1188
11.3048	-0.112426
11.3346	-0.105968
11.3644	-0.0994339
11.3942	-0.0928281
11.424	-0.086157
11.4538	-0.0794266
11.4836	-0.072643
11.5134	-0.0658123
11.5432	-0.0589407
11.573	-0.0520342
11.6028	-0.045099
11.6326	-0.0381414
11.6624	-0.0311674
11.6922	-0.0241832
11.722	-0.0171951
11.7518	-0.0102091
11.7816	-0.00323145
11.8114	0.00373181
11.8412	0.0106746
11.871	0.0175908
11.9008	0.0244744
11.9306	0.0313195
11.9604	0.0381201
11.9902	0.0448704
12.02	0.0515645
12.0498	0.0581967
12.0796	0.0647613
12.1094	0.0712527
12.1392	0.0776654
12.169	0.0839938
12.1988	0.0902328
12.2286	0.0963769
12.2584	0.102421
12.2882	0.10836
12.318	0.114189
12.3478	0.119903
12.3776	0.125497
12.4074	0.130967
12.4372	0.136308
12.467	0.141516
12.4968	0.146587
12.5266	0.151515
12.5564	0.156298
12.5862	0.160932
12.616	0.165412
12.6458	0.169735
12.6756	0.173899
12.7054	0.177898
12.7352	0.181731
12.765	0.185394
12.7948	0.188884
12.8246	0.192199
12.8544	0.195337
12.8842	0.198294
12.914	0.201069
12.9438	0.20366
12.9736	0.206064
13.0034	0.208281
13.0332	0.210308
13.063	0.212144
13.0928	0.213788
13.1226	0.215239
13.1524	0.216496
13.1822	0.217559
13.212	0.218427
13.2418	0.219099
13.2716	0.219576
13.3014	0.219857
13.3312	0.219943
13.361	0.219834
13.3908	0.21953
13.4206	0.219032
13.4504	0.218342
13.4802	0.21746
13.51	0.216387
13.5398	0.215124
13.5696	0.213674
13.5994	0.212037
13.6292	0.210216
13.659	0.208213
13.6888	0.20603
13.7186	0.203669
13.7484	0.201132
13.7782	0.198422
13.808	0.195543
13.8378	0.192496
13.8676	0.189285
13.8974	0.185914
13.9272	0.182384
13.957	0.178701
13.9868	0.174866
14.0166	0.170885
14.0464	0.166761
14.0762	0.162497
14.106	0.158098
14.1358	0.153568
14.1656	0.148912
14.1954	0.144133
14.2252	0.139236
14.255	0.134226
14.2848	0.129107
14.3146	0.123884
14.3444	0.118562
14.3742	0.113145
14.404	0.10764
14.4338	0.10205
14.4636	0.0963804
14.4934	0.0906372
14.5232	0.0848252
14.553	0.0789495
14.5828	0.0730157
14.6126	0.0670289
14.6424	0.0609946
14.6722	0.0549182
14.702	0.0488051
14.7318	0.0426608
14.7616	0.0364908
14.7914	0.0303006
14.8212	0.0240956
14.851	0.0178813
14.8808	0.0116633
14.9106	0.00544707
14.9404	-0.000761952
14.9702	-0.00695829
15	-0.0131365
