Pt156	1.248	0.39725	0.550169	0.052581	
Pt157	1.256	0.396639	0.550428	0.0529332	
Pt158	1.264	0.396028	0.550687	0.0532855	
Pt159	1.272	0.395417	0.550945	0.053638	
Pt160	1.28	0.394808	0.551202	0.0539907	
Pt161	1.288	0.394199	0.551458	0.0543436	
Pt162	1.296	0.39359	0.551713	0.0546966	
Pt163	1.304	0.392983	0.551968	0.0550498	
Pt164	1.312	0.392376	0.552221	0.0554031	
Pt165	1.32	0.391769	0.552474	0.0557566	
Pt166	1.328	0.391163	0.552726	0.0561103	
Pt167	1.336	0.390558	0.552977	0.0564641	
Pt168	1.344	0.389954	0.553228	0.0568181	
Pt169	1.352	0.38935	0.553477	0.0571722	
Pt170	1.36	0.388747	0.553726	0.0575265	
Pt171	1.368	0.388145	0.553974	0.057881	
Pt172	1.376	0.387543	0.554221	0.0582356	
Pt173	1.384	0.386942	0.554467	0.0585904	
Pt174	1.392	0.386342	0.554713	0.0589453	
Pt175	1.4	0.385742	0.554958	0.0593004	
Pt176	1.408	0.385143	0.555201	0.0596557	
Pt177	1.416	0.384545	0.555444	0.0600111	
Pt178	1.424	0.383947	0.555687	0.0603667	
Pt179	1.432	0.38335	0.555928	0.0607224	
Pt180	1.44	0.382753	0.556168	0.0610782	
Pt181	1.448	0.382158	0.556408	0.0614343	
Pt182	1.456	0.381563	0.556647	0.0617905	
Pt183	1.464	0.380968	0.556885	0.0621468	
Pt184	1.472	0.380375	0.557122	0.0625033	
Pt185	1.48	0.379781	0.557359	0.0628599	
Pt186	1.488	0.379189	0.557594	0.0632167	
Pt187	1.496	0.378597	0.557829	0.0635736	
Pt188	1.504	0.378006	0.558063	0.0639307	
Pt189	1.512	0.377416	0.558296	0.0642879	
Pt190	1.52	0.376826	0.558528	0.0646453	
Pt191	1.528	0.376238	0.55876	0.0650029	
Pt192	1.536	0.375649	0.55899	0.0653605	
Pt193	1.544	0.375062	0.55922	0.0657184	
Pt194	1.552	0.374475	0.559449	0.0660763	
Pt195	1.56	0.373888	0.559677	0.0664345	
Pt196	1.568	0.373303	0.559904	0.0667927	
Pt197	1.576	0.372718	0.560131	0.0671511	
Pt198	1.584	0.372134	0.560357	0.0675097	
Pt199	1.592	0.37155	0.560581	0.0678684	
Pt200	1.6	0.370967	0.560805	0.0682272	
Pt201	1.608	0.370385	0.561029	0.0685862	
Pt202	1.616	0.369804	0.561251	0.0689454	
Pt203	1.624	0.369223	0.561473	0.0693046	
Pt204	1.632	0.368643	0.561693	0.069664	
Pt205	1.64	0.368063	0.561913	0.0700236	
Pt206	1.648	0.367485	0.562132	0.0703833	
Pt207	1.656	0.366906	0.56235	0.0707431	
Pt208	1.664	0.366329	0.562568	0.0711031	
Pt209	1.672	0.365752	0.562784	0.0714632	
Pt210	1.68	0.365176	0.563	0.0718235	
Pt211	1.688	0.364601	0.563215	0.0721838	
Pt212	1.696	0.364026	0.563429	0.0725444	
Pt213	1.704	0.363452	0.563642	0.072905	
Pt214	1.712	0.362879	0.563855	0.0732658	
Pt215	1.72	0.362307	0.564067	0.0736268	
Pt216	1.728	0.361735	0.564277	0.0739878	
Pt217	1.736	0.361164	0.564487	0.074349	
Pt218	1.744	0.360593	0.564697	0.0747104	
Pt219	1.752	0.360023	0.564905	0.0750719	
Pt220	1.76	0.359454	0.565112	0.0754335	
Pt221	1.768	0.358886	0.565319	0.0757952	
Pt222	1.776	0.358318	0.565525	0.0761571	
Pt223	1.784	0.357751	0.56573	0.0765191	
Pt224	1.792	0.357185	0.565934	0.0768812	
Pt225	1.8	0.356619	0.566138	0.0772435	
Pt226	1.808	0.356054	0.56634	0.0776059	
Pt227	1.816	0.35549	0.566542	0.0779684	
Pt228	1.824	0.354926	0.566743	0.078331	
Pt229	1.832	0.354363	0.566943	0.0786938	
Pt230	1.84	0.353801	0.567142	0.0790567	
Pt231	1.848	0.35324	0.567341	0.0794198	
Pt232	1.856	0.352679	0.567538	0.0797829	
Pt233	1.864	0.352119	0.567735	0.0801462	
Pt234	1.872	0.351559	0.567931	0.0805096	
Pt235	1.88	0.351001	0.568126	0.0808732	
Pt236	1.888	0.350443	0.568321	0.0812368	
Pt237	1.896	0.349885	0.568514	0.0816006	
Pt238	1.904	0.349329	0.568707	0.0819645	
Pt239	1.912	0.348773	0.568899	0.0823285	
Pt240	1.92	0.348218	0.56909	0.0826927	
Pt241	1.928	0.347663	0.56928	0.083057	
Pt242	1.936	0.347109	0.569469	0.0834214	
Pt243	1.944	0.346556	0.569658	0.0837859	
Pt244	1.952	0.346004	0.569846	0.0841505	
Pt245	1.96	0.345452	0.570033	0.0845153	
Pt246	1.968	0.344901	0.570219	0.0848802	
Pt247	1.976	0.344351	0.570404	0.0852452	
Pt248	1.984	0.343801	0.570589	0.0856103	
Pt249	1.992	0.343252	0.570772	0.0859755	
Pt250	2	0.342704	0.570955	0.0863409	
Pt251	2.008	0.342156	0.571137	0.0867064	
Pt252	2.016	0.34161	0.571319	0.0870719	
Pt253	2.024	0.341063	0.571499	0.0874376	
Pt254	2.032	0.340518	0.571679	0.0878035	
Pt255	2.04	0.339973	0.571857	0.0881694	
Pt256	2.048	0.339429	0.572035	0.0885354	
Pt257	2.056	0.338886	0.572212	0.0889016	
Pt258	2.064	0.338343	0.572389	0.0892679	
Pt259	2.072	0.337801	0.572564	0.0896343	
Pt260	2.08	0.33726	0.572739	0.0900008	
Pt261	2.088	0.33672	0.572913	0.0903674	
Pt262	2.096	0.33618	0.573086	0.0907341	
Pt263	2.104	0.335641	0.573258	0.0911009	
Pt264	2.112	0.335102	0.57343	0.0914679	
Pt265	2.12	0.334565	0.5736	0.0918349	
Pt266	2.128	0.334028	0.57377	0.0922021	
Pt267	2.136	0.333491	0.573939	0.0925693	
Pt268	2.144	0.332956	0.574107	0.0929367	
Pt269	2.152	0.332421	0.574275	0.0933042	
Pt270	2.16	0.331887	0.574441	0.0936718	
Pt271	2.168	0.331353	0.574607	0.0940395	
Pt272	2.176	0.330821	0.574772	0.0944073	
Pt273	2.184	0.330289	0.574936	0.0947752	
Pt274	2.192	0.329757	0.5751	0.0951432	
Pt275	2.2	0.329227	0.575262	0.0955113	
Pt276	2.208	0.328697	0.575424	0.0958795	
Pt277	2.216	0.328167	0.575585	0.0962479	
Pt278	2.224	0.327639	0.575745	0.0966163	
Pt279	2.232	0.327111	0.575904	0.0969848	
Pt280	2.24	0.326584	0.576063	0.0973534	
Pt281	2.248	0.326057	0.57622	0.0977222	
Pt282	2.256	0.325532	0.576377	0.098091	
Pt283	2.264	0.325007	0.576533	0.0984599	
Pt284	2.272	0.324482	0.576689	0.098829	
Pt285	2.28	0.323959	0.576843	0.0991981	
Pt286	2.288	0.323436	0.576997	0.0995673	
Pt287	2.296	0.322914	0.57715	0.0999366	
Pt288	2.304	0.322392	0.577302	0.100306	
Pt289	2.312	0.321871	0.577453	0.100676	
Pt290	2.32	0.321351	0.577603	0.101045	
Pt291	2.328	0.320832	0.577753	0.101415	
Pt292	2.336	0.320313	0.577902	0.101785	
Pt293	2.344	0.319795	0.57805	0.102155	
Pt294	2.352	0.319278	0.578197	0.102525	
Pt295	2.36	0.318762	0.578344	0.102895	
Pt296	2.368	0.318246	0.578489	0.103265	
Pt297	2.376	0.317731	0.578634	0.103635	
Pt298	2.384	0.317216	0.578778	0.104006	
Pt299	2.392	0.316703	0.578921	0.104376	
Pt300	2.4	0.31619	0.579064	0.104747	
Pt301	2.408	0.315677	0.579206	0.105117	
Pt302	2.416	0.315166	0.579346	0.105488	
Pt303	2.424	0.314655	0.579486	0.105859	
Pt304	2.432	0.314145	0.579626	0.10623	
Pt305	2.44	0.313635	0.579764	0.106601	
Pt306	2.448	0.313126	0.579902	0.106972	
Pt307	2.456	0.312618	0.580039	0.107343	
Pt308	2.464	0.312111	0.580175	0.107714	
Pt309	2.472	0.311604	0.58031	0.108086	
Pt310	2.48	0.311098	0.580445	0.108457	
Pt311	2.488	0.310593	0.580579	0.108829	
Pt312	2.496	0.310088	0.580711	0.1092	
Pt313	2.504	0.309584	0.580844	0.109572	
Pt314	2.512	0.309081	0.580975	0.109944	
Pt315	2.52	0.308579	0.581106	0.110316	
Pt316	2.528	0.308077	0.581235	0.110687	
Pt317	2.536	0.307576	0.581364	0.11106	
Pt318	2.544	0.307076	0.581493	0.111432	
Pt319	2.552	0.306576	0.58162	0.111804	
Pt320	2.56	0.306077	0.581747	0.112176	
Pt321	2.568	0.305579	0.581872	0.112548	
Pt322	2.576	0.305082	0.581998	0.112921	
Pt323	2.584	0.304585	0.582122	0.113293	
Pt324	2.592	0.304089	0.582245	0.113666	
Pt325	2.6	0.303593	0.582368	0.114039	
Pt326	2.608	0.303099	0.58249	0.114411	
Pt327	2.616	0.302605	0.582611	0.114784	
Pt328	2.624	0.302111	0.582732	0.115157	
Pt329	2.632	0.301619	0.582851	0.11553	
Pt330	2.64	0.301127	0.58297	0.115903	
Pt331	2.648	0.300636	0.583088	0.116276	
Pt332	2.656	0.300145	0.583205	0.11665	
Pt333	2.664	0.299655	0.583322	0.117023	
Pt334	2.672	0.299166	0.583437	0.117396	
Pt335	2.68	0.298678	0.583552	0.11777	
Pt336	2.688	0.29819	0.583667	0.118143	
Pt337	2.696	0.297703	0.58378	0.118517	
Pt338	2.704	0.297217	0.583893	0.11889	
Pt339	2.712	0.296731	0.584004	0.119264	
Pt340	2.72	0.296247	0.584115	0.119638	
Pt341	2.728	0.295762	0.584226	0.120012	
Pt342	2.736	0.295279	0.584335	0.120386	
Pt343	2.744	0.294796	0.584444	0.12076	
Pt344	2.752	0.294314	0.584552	0.121134	
Pt345	2.76	0.293833	0.584659	0.121508	
Pt346	2.768	0.293352	0.584766	0.121882	
Pt347	2.776	0.292872	0.584871	0.122257	
Pt348	2.784	0.292393	0.584976	0.122631	
Pt349	2.792	0.291914	0.58508	0.123005	
Pt350	2.8	0.291436	0.585184	0.12338	
Pt351	2.808	0.290959	0.585287	0.123754	
Pt352	2.816	0.290483	0.585388	0.124129	
Pt353	2.824	0.290007	0.585489	0.124504	
Pt354	2.832	0.289532	0.58559	0.124878	
Pt355	2.84	0.289057	0.585689	0.125253	
Pt356	2.848	0.288584	0.585788	0.125628	
Pt357	2.856	0.288111	0.585886	0.126003	
Pt358	2.864	0.287638	0.585984	0.126378	
Pt359	2.872	0.287167	0.58608	0.126753	
Pt360	2.88	0.286696	0.586176	0.127128	
Pt361	2.888	0.286226	0.586271	0.127503	
Pt362	2.896	0.285756	0.586365	0.127879	
Pt363	2.904	0.285287	0.586459	0.128254	
Pt364	2.912	0.284819	0.586551	0.128629	
Pt365	2.92	0.284352	0.586643	0.129005	
Pt366	2.928	0.283885	0.586735	0.12938	
Pt367	2.936	0.283419	0.586825	0.129756	
Pt368	2.944	0.282954	0.586915	0.130131	
Pt369	2.952	0.282489	0.587004	0.130507	
Pt370	2.96	0.282025	0.587092	0.130883	
Pt371	2.968	0.281562	0.58718	0.131258	
Pt372	2.976	0.281099	0.587266	0.131634	
Pt373	2.984	0.280638	0.587352	0.13201	
Pt374	2.992	0.280176	0.587438	0.132386	
Pt375	3	0.279716	0.587522	0.132762	
Pt376	3.008	0.279256	0.587606	0.133138	
Pt377	3.016	0.278797	0.587689	0.133514	
Pt378	3.024	0.278338	0.587771	0.13389	
Pt379	3.032	0.277881	0.587853	0.134267	
Pt380	3.04	0.277424	0.587934	0.134643	
Pt381	3.048	0.276967	0.588014	0.135019	
Pt382	3.056	0.276512	0.588093	0.135395	
Pt383	3.064	0.276057	0.588171	0.135772	
Pt384	3.072	0.275602	0.588249	0.136148	
Pt385	3.08	0.275149	0.588326	0.136525	
Pt386	3.088	0.274696	0.588403	0.136901	
Pt387	3.096	0.274244	0.588478	0.137278	
Pt388	3.104	0.273792	0.588553	0.137655	
Pt389	3.112	0.273341	0.588627	0.138031	
Pt390	3.12	0.272891	0.588701	0.138408	
Pt391	3.128	0.272442	0.588774	0.138785	
Pt392	3.136	0.271993	0.588845	0.139162	
Pt393	3.144	0.271545	0.588917	0.139539	
Pt394	3.152	0.271097	0.588987	0.139915	
Pt395	3.16	0.270651	0.589057	0.140292	
Pt396	3.168	0.270205	0.589126	0.140669	
Pt397	3.176	0.269759	0.589194	0.141047	
Pt398	3.184	0.269314	0.589262	0.141424	
Pt399	3.192	0.26887	0.589329	0.141801	
Pt400	3.2	0.268427	0.589395	0.142178	
Pt401	3.208	0.267984	0.58946	0.142555	
Pt402	3.216	0.267543	0.589525	0.142932	
Pt403	3.224	0.267101	0.589589	0.14331	
Pt404	3.232	0.266661	0.589652	0.143687	
Pt405	3.24	0.266221	0.589715	0.144065	
Pt406	3.248	0.265781	0.589777	0.144442	
Pt407	3.256	0.265343	0.589838	0.144819	
Pt408	3.264	0.264905	0.589898	0.145197	
Pt409	3.272	0.264468	0.589958	0.145575	
Pt410	3.28	0.264031	0.590017	0.145952	
Pt411	3.288	0.263595	0.590075	0.14633	
Pt412	3.296	0.26316	0.590132	0.146707	
Pt413	3.304	0.262726	0.590189	0.147085	
Pt414	3.312	0.262292	0.590245	0.147463	
Pt415	3.32	0.261859	0.590301	0.147841	
Pt416	3.328	0.261426	0.590355	0.148218	
Pt417	3.336	0.260994	0.590409	0.148596	
Pt418	3.344	0.260563	0.590462	0.148974	
Pt419	3.352	0.260133	0.590515	0.149352	
Pt420	3.36	0.259703	0.590567	0.14973	
Pt421	3.368	0.259274	0.590618	0.150108	
Pt422	3.376	0.258846	0.590668	0.150486	
Pt423	3.384	0.258418	0.590718	0.150864	
Pt424	3.392	0.257991	0.590767	0.151242	
Pt425	3.4	0.257564	0.590815	0.15162	
Pt426	3.408	0.257139	0.590863	0.151998	
Pt427	3.416	0.256713	0.59091	0.152377	
Pt428	3.424	0.256289	0.590956	0.152755	
Pt429	3.432	0.255865	0.591002	0.153133	
Pt430	3.44	0.255442	0.591046	0.153511	
Pt431	3.448	0.25502	0.591091	0.15389	
Pt432	3.456	0.254598	0.591134	0.154268	
Pt433	3.464	0.254177	0.591177	0.154646	
Pt434	3.472	0.253757	0.591219	0.155025	
Pt435	3.48	0.253337	0.59126	0.155403	
Pt436	3.488	0.252918	0.591301	0.155781	
Pt437	3.496	0.252499	0.591341	0.15616	
Pt438	3.504	0.252082	0.59138	0.156538	
Pt439	3.512	0.251665	0.591419	0.156917	
Pt440	3.52	0.251248	0.591457	0.157295	
Pt441	3.528	0.250832	0.591494	0.157674	
Pt442	3.536	0.250417	0.59153	0.158052	
Pt443	3.544	0.250003	0.591566	0.158431	
Pt444	3.552	0.249589	0.591601	0.15881	
Pt445	3.56	0.249176	0.591636	0.159188	
Pt446	3.568	0.248764	0.59167	0.159567	
Pt447	3.576	0.248352	0.591703	0.159946	
Pt448	3.584	0.247941	0.591735	0.160324	
Pt449	3.592	0.24753	0.591767	0.160703	
Pt450	3.6	0.24712	0.591798	0.161082	
Pt451	3.608	0.246711	0.591828	0.161461	
Pt452	3.616	0.246303	0.591858	0.161839	
Pt453	3.624	0.245895	0.591887	0.162218	
Pt454	3.632	0.245488	0.591915	0.162597	
Pt455	3.64	0.245081	0.591943	0.162976	
Pt456	3.648	0.244675	0.59197	0.163355	
Pt457	3.656	0.24427	0.591997	0.163733	
Pt458	3.664	0.243865	0.592022	0.164112	
Pt459	3.672	0.243462	0.592047	0.164491	
Pt460	3.68	0.243058	0.592072	0.16487	
Pt461	3.688	0.242656	0.592095	0.165249	
Pt462	3.696	0.242254	0.592118	0.165628	
Pt463	3.704	0.241852	0.592141	0.166007	
Pt464	3.712	0.241452	0.592162	0.166386	
Pt465	3.72	0.241052	0.592183	0.166765	
Pt466	3.728	0.240652	0.592204	0.167144	
Pt467	3.736	0.240254	0.592223	0.167523	
Pt468	3.744	0.239856	0.592242	0.167902	
Pt469	3.752	0.239458	0.592261	0.168281	
Pt470	3.76	0.239061	0.592279	0.16866	
Pt471	3.768	0.238665	0.592296	0.169039	
Pt472	3.776	0.23827	0.592312	0.169418	
Pt473	3.784	0.237875	0.592328	0.169797	
Pt474	3.792	0.237481	0.592343	0.170176	
Pt475	3.8	0.237087	0.592357	0.170556	
Pt476	3.808	0.236694	0.592371	0.170935	
Pt477	3.816	0.236302	0.592384	0.171314	
Pt478	3.824	0.23591	0.592397	0.171693	
Pt479	3.832	0.235519	0.592409	0.172072	
Pt480	3.84	0.235129	0.59242	0.172451	
Pt481	3.848	0.234739	0.59243	0.17283	
Pt482	3.856	0.23435	0.59244	0.173209	
Pt483	3.864	0.233962	0.59245	0.173589	
Pt484	3.872	0.233574	0.592458	0.173968	
Pt485	3.88	0.233187	0.592466	0.174347	
Pt486	3.888	0.2328	0.592474	0.174726	
Pt487	3.896	0.232414	0.59248	0.175105	
Pt488	3.904	0.232029	0.592486	0.175485	
Pt489	3.912	0.231645	0.592492	0.175864	
Pt490	3.92	0.231261	0.592496	0.176243	
Pt491	3.928	0.230877	0.592501	0.176622	
Pt492	3.936	0.230495	0.592504	0.177001	
Pt493	3.944	0.230112	0.592507	0.177381	
Pt494	3.952	0.229731	0.592509	0.17776	
Pt495	3.96	0.22935	0.592511	0.178139	
Pt496	3.968	0.22897	0.592512	0.178518	
Pt497	3.976	0.22859	0.592512	0.178897	
Pt498	3.984	0.228212	0.592512	0.179277	
Pt499	3.992	0.227833	0.592511	0.179656	
Pt500	4	0.227456	0.592509	0.180035	
Pt501	4.008	0.227079	0.592507	0.180414	
Pt502	4.016	0.226702	0.592504	0.180793	
Pt503	4.024	0.226326	0.592501	0.181173	
Pt504	4.032	0.225951	0.592497	0.181552	
Pt505	4.04	0.225577	0.592492	0.181931	
Pt506	4.048	0.225203	0.592487	0.18231	
Pt507	4.056	0.224829	0.592481	0.182689	
Pt508	4.064	0.224457	0.592475	0.183069	
Pt509	4.072	0.224085	0.592468	0.183448	
Pt510	4.08	0.223713	0.59246	0.183827	
Pt511	4.088	0.223342	0.592451	0.184206	
Pt512	4.096	0.222972	0.592442	0.184585	
Pt513	4.104	0.222603	0.592433	0.184964	
Pt514	4.112	0.222234	0.592423	0.185344	
Pt515	4.12	0.221865	0.592412	0.185723	
Pt516	4.128	0.221498	0.5924	0.186102	
Pt517	4.136	0.221131	0.592388	0.186481	
Pt518	4.144	0.220764	0.592376	0.18686	
Pt519	4.152	0.220398	0.592362	0.187239	
Pt520	4.16	0.220033	0.592349	0.187618	
Pt521	4.168	0.219668	0.592334	0.187997	
Pt522	4.176	0.219304	0.592319	0.188377	
Pt523	4.184	0.218941	0.592303	0.188756	
Pt524	4.192	0.218578	0.592287	0.189135	
Pt525	4.2	0.218216	0.59227	0.189514	
Pt526	4.208	0.217854	0.592253	0.189893	
Pt527	4.216	0.217493	0.592235	0.190272	
Pt528	4.224	0.217133	0.592216	0.190651	
Pt529	4.232	0.216773	0.592197	0.19103	
Pt530	4.24	0.216414	0.592177	0.191409	
Pt531	4.248	0.216056	0.592156	0.191788	
Pt532	4.256	0.215698	0.592135	0.192167	
Pt533	4.264	0.21534	0.592114	0.192546	
Pt534	4.272	0.214984	0.592092	0.192925	
Pt535	4.28	0.214628	0.592069	0.193304	
Pt536	4.288	0.214272	0.592045	0.193683	
Pt537	4.296	0.213917	0.592021	0.194061	
Pt538	4.304	0.213563	0.591997	0.19444	
Pt539	4.312	0.213209	0.591972	0.194819	
Pt540	4.32	0.212856	0.591946	0.195198	
Pt541	4.328	0.212504	0.591919	0.195577	
Pt542	4.336	0.212152	0.591893	0.195956	
Pt543	4.344	0.2118	0.591865	0.196335	
Pt544	4.352	0.21145	0.591837	0.196713	
Pt545	4.36	0.2111	0.591808	0.197092	
Pt546	4.368	0.21075	0.591779	0.197471	
Pt547	4.376	0.210401	0.591749	0.19785	
Pt548	4.384	0.210053	0.591719	0.198228	
Pt549	4.392	0.209705	0.591688	0.198607	
