Pt0	0.0059995	1	-0.000916243	
Pt2	0.006999	0.999998	-0.00171353	
Pt3	0.0079985	0.999996	-0.00243645	
Pt4	0.008998	0.999993	-0.00310979	
Pt5	0.0099975	0.99999	-0.00374842	
Pt6	0.010997	0.999986	-0.0043618	
Pt7	0.0119965	0.999981	-0.00495624	
Pt8	0.012996	0.999976	-0.00553611	
Pt9	0.0139955	0.99997	-0.00610453	
Pt10	0.014995	0.999964	-0.00666378	
Pt11	0.0159945	0.999957	-0.00721559	
Pt12	0.016994	0.999949	-0.00776127	
Pt13	0.0179935	0.999941	-0.00830184	
Pt14	0.018993	0.999933	-0.0088381	
Pt15	0.0199925	0.999924	-0.00937069	
Pt16	0.020992	0.999914	-0.00990015	
Pt17	0.0219915	0.999904	-0.0104269	
Pt18	0.022991	0.999893	-0.0109513	
Pt19	0.0239905	0.999882	-0.0114736	
Pt20	0.02499	0.99987	-0.0119941	
Pt21	0.0259895	0.999858	-0.012513	
Pt22	0.026989	0.999845	-0.0130304	
Pt23	0.0279885	0.999832	-0.0135466	
Pt24	0.028988	0.999818	-0.0140616	
Pt25	0.0299875	0.999804	-0.0145756	
Pt26	0.030987	0.999789	-0.0150886	
Pt27	0.0319865	0.999774	-0.0156008	
Pt28	0.032986	0.999758	-0.0161122	
Pt29	0.0339855	0.999741	-0.0166229	
Pt30	0.034985	0.999725	-0.017133	
Pt31	0.0359845	0.999707	-0.0176424	
Pt32	0.036984	0.999689	-0.0181513	
Pt33	0.0379835	0.999671	-0.0186597	
Pt34	0.038983	0.999652	-0.0191676	
Pt35	0.0399825	0.999633	-0.0196751	
Pt36	0.040982	0.999613	-0.0201822	
Pt37	0.0419815	0.999592	-0.0206889	
Pt38	0.042981	0.999571	-0.0211953	
Pt39	0.0439805	0.99955	-0.0217013	
Pt40	0.04498	0.999528	-0.022207	
Pt41	0.0459795	0.999506	-0.0227125	
Pt42	0.046979	0.999483	-0.0232176	
Pt43	0.0479785	0.999459	-0.0237225	
Pt44	0.048978	0.999435	-0.0242271	
Pt45	0.0499775	0.999411	-0.0247316	
Pt46	0.050977	0.999386	-0.0252358	
Pt47	0.0519765	0.99936	-0.0257397	
Pt48	0.052976	0.999334	-0.0262435	
Pt49	0.0539755	0.999308	-0.0267471	
Pt50	0.054975	0.999281	-0.0272506	
Pt51	0.0559745	0.999253	-0.0277538	
Pt52	0.056974	0.999225	-0.0282569	
Pt53	0.0579735	0.999197	-0.0287598	
Pt54	0.058973	0.999168	-0.0292626	
Pt55	0.0599725	0.999138	-0.0297653	
Pt56	0.060972	0.999108	-0.0302678	
Pt57	0.0619715	0.999078	-0.0307701	
Pt58	0.062971	0.999047	-0.0312724	
Pt59	0.0639705	0.999015	-0.0317745	
Pt60	0.06497	0.998983	-0.0322765	
Pt61	0.0659695	0.998951	-0.0327784	
Pt62	0.066969	0.998918	-0.0332802	
Pt63	0.0679685	0.998884	-0.0337818	
Pt64	0.068968	0.99885	-0.0342834	
Pt65	0.0699675	0.998816	-0.0347848	
Pt66	0.070967	0.998781	-0.0352862	
Pt67	0.0719665	0.998745	-0.0357875	
Pt68	0.072966	0.998709	-0.0362886	
Pt69	0.0739655	0.998673	-0.0367897	
Pt70	0.074965	0.998636	-0.0372907	
Pt71	0.0759645	0.998598	-0.0377916	
Pt72	0.076964	0.99856	-0.0382924	
Pt73	0.0779635	0.998522	-0.0387931	
Pt74	0.078963	0.998483	-0.0392938	
Pt75	0.0799625	0.998443	-0.0397944	
Pt76	0.080962	0.998403	-0.0402949	
Pt77	0.0819615	0.998362	-0.0407953	
